t,x1,y1,z1
1.46193e+07,-1.4555e+11,3.38005e+10,0
1.46273e+07,-1.45604e+11,3.35665e+10,0
1.46354e+07,-1.45657e+11,3.33324e+10,0
1.46434e+07,-1.45711e+11,3.30983e+10,0
1.46515e+07,-1.45764e+11,3.2864e+10,0
1.46595e+07,-1.45816e+11,3.26297e+10,0
1.46676e+07,-1.45869e+11,3.23953e+10,0
1.46756e+07,-1.4592e+11,3.21608e+10,0
1.46837e+07,-1.45972e+11,3.19262e+10,0
1.46917e+07,-1.46023e+11,3.16916e+10,0
1.46998e+07,-1.46074e+11,3.14568e+10,0
1.47079e+07,-1.46124e+11,3.1222e+10,0
1.47159e+07,-1.46174e+11,3.09871e+10,0
1.4724e+07,-1.46224e+11,3.07522e+10,0
1.4732e+07,-1.46273e+11,3.05171e+10,0
1.47401e+07,-1.46322e+11,3.0282e+10,0
1.47481e+07,-1.4637e+11,3.00467e+10,0
1.47562e+07,-1.46418e+11,2.98114e+10,0
1.47642e+07,-1.46466e+11,2.95761e+10,0
1.47723e+07,-1.46513e+11,2.93406e+10,0
1.47803e+07,-1.4656e+11,2.91051e+10,0
1.47884e+07,-1.46607e+11,2.88695e+10,0
1.47965e+07,-1.46653e+11,2.86338e+10,0
1.48045e+07,-1.46699e+11,2.83981e+10,0
1.48126e+07,-1.46744e+11,2.81623e+10,0
1.48206e+07,-1.46789e+11,2.79264e+10,0
1.48287e+07,-1.46834e+11,2.76904e+10,0
1.48367e+07,-1.46878e+11,2.74544e+10,0
1.48448e+07,-1.46922e+11,2.72183e+10,0
1.48528e+07,-1.46966e+11,2.69821e+10,0
1.48609e+07,-1.47009e+11,2.67459e+10,0
1.4869e+07,-1.47052e+11,2.65095e+10,0
1.4877e+07,-1.47094e+11,2.62732e+10,0
1.48851e+07,-1.47136e+11,2.60367e+10,0
1.48931e+07,-1.47178e+11,2.58002e+10,0
1.49012e+07,-1.47219e+11,2.55636e+10,0
1.49092e+07,-1.4726e+11,2.5327e+10,0
1.49173e+07,-1.473e+11,2.50902e+10,0
1.49253e+07,-1.4734e+11,2.48535e+10,0
1.49334e+07,-1.4738e+11,2.46166e+10,0
1.49414e+07,-1.47419e+11,2.43797e+10,0
1.49495e+07,-1.47458e+11,2.41427e+10,0
1.49576e+07,-1.47497e+11,2.39057e+10,0
1.49656e+07,-1.47535e+11,2.36686e+10,0
1.49737e+07,-1.47573e+11,2.34314e+10,0
1.49817e+07,-1.4761e+11,2.31942e+10,0
1.49898e+07,-1.47647e+11,2.2957e+10,0
1.49978e+07,-1.47684e+11,2.27196e+10,0
1.50059e+07,-1.4772e+11,2.24822e+10,0
1.50139e+07,-1.47756e+11,2.22448e+10,0
1.5022e+07,-1.47792e+11,2.20073e+10,0
1.503e+07,-1.47827e+11,2.17697e+10,0
1.50381e+07,-1.47862e+11,2.15321e+10,0
1.50462e+07,-1.47896e+11,2.12944e+10,0
1.50542e+07,-1.4793e+11,2.10566e+10,0
1.50623e+07,-1.47964e+11,2.08189e+10,0
1.50703e+07,-1.47997e+11,2.0581e+10,0
1.50784e+07,-1.4803e+11,2.03431e+10,0
1.50864e+07,-1.48062e+11,2.01052e+10,0
1.50945e+07,-1.48095e+11,1.98672e+10,0
1.51025e+07,-1.48126e+11,1.96291e+10,0
1.51106e+07,-1.48158e+11,1.9391e+10,0
1.51186e+07,-1.48189e+11,1.91529e+10,0
1.51267e+07,-1.48219e+11,1.89147e+10,0
1.51348e+07,-1.48249e+11,1.86764e+10,0
